Judul;Konten;;Label
Ukraina Klaim Tembak Jatuh 12 Drone Rusia yang Diarahkan ke Kiev;"KIEV - Otoritas Ukraina mengklaim bahwa pertahanan udara mereka berhasil menembak jatuh drone milik Rusia pada Senin (27/3/2023) dan membuat area non-pemukiman tempat jatuhnya serpihan terbakar, tetapi tidak ada korban jiwa. Serhiy Popko, Panglima Militer Kota Kiev mengatakan, Rusia meluncurkan sebanyak 12 drone ke arah Kiev, tetapi pertahanan udara Ukraina berhasil mencegat dan menghancurkan semua target di udara ibu kota tersebut. Sementara itu Kepala Staf Angkatan Bersenjata Ukraina mengatakan dalam laporan rutin harian bahwa Rusia secara keseluruhan meluncurkan sebanyak 15 drone Shaded buatan Iran sepanjang malam, 14 di antaranya berhasil dihancurkan. Rongsokan drone jatuh di Kiev selatan di distrik Sviatoshyno, menimbulkan kebakaran dalam radius 200 meter persegi pada sebuah bangunan non-pemukiman. ""Berdasarkan data awal, tidak ada korban sejauh ini,"" kata Popko melalui Telegram, dikutip Antara.Dia menambahkan akan memberikan informasi lebih lengkap dan jelas. Wali Kota Kiev Vitali Klitschko mengatakan bahwa sebuah toko terbakar di Sviatoshyno, tapi tidak ada korban jiwa dan api berhasil dipadamkan. Tanda bahaya serangan udara berbunyi di hampir separuh wilayah Ukraina, tapi ibukota Kiev dinyatakan aman setelah terdengar bunyi ledakan di kota tersebut.";;0
Muazin Tewas Ditikam Gara-Gara Pertengkaran Soal Azan;DUBAI - Seorang relawan muazin dibunuh secara brutal oleh dua orang di Alexandria, Mesir, tak lama setelah shalat Tarawih di Masjid Mohammad Hassan, menurut media setempat. Pelaku melakukan perbuatan keji tersebut karena korban telah mencegah ayah mereka mengumandangkan azan. Korban, Sheikh Hassan Al Koumi, adalah seorang muazin sukarela di sebuah masjid yang terletak di kawasan Wardian di Alexandria, demikian diwartakan Gulf News. Polisi disiagakan segera setelah kejadian itu, dan para pelaku ditangkap dan mengakui kejahatan tersebut. Keduanya mengaku bahwa ayah mereka mengadu tentang muazin, dan mereka melakukan pembunuhan sebagai tanggapan. Saksi mata melaporkan bahwa korban, Sheikh Hassan Al Koumi, adalah anggota masyarakat yang dicintai. Ia sempat menolak ayah pelaku mengumandangkan shalat Maghrib dan Isya di hari kedua Ramadhan, yang menyebabkan ia meninggalkan masjid sebelum shalat Tarawih dan mengadu kepada anak laki-lakinya. Mendengar pengaduan ayah mereka, anak-anak itu pergi menemui sang muazin, dan perkelahian pun terjadi, yang menyebabkan pelaku menikam korban hingga tewas. Direktorat Wakaf di Alexandria memastikan bahwa korban bukanlah muadzin terakreditasi dari Badan Wakaf dan tidak berafiliasi dengan direktorat. Namun, dia adalah orang lokal yang biasa mengumandangkan azan untuk orang-orang dan memimpin mereka dalam beberapa doa.;;0
Kecelakaan Bus Arab Saudi Tewaskan 20 Jamaah Umrah, KJRI Jeddah Cari Informasi Korban WNI;"RIYADH - Sebuah bus yang mengangkut jamaah umrah ke kota suci Makkah, Arab Saudi terbakar setelah bertabrakan di sebuah jembatan pada Senin, (27/3/2023). Kecelakaan ini menewaskan setidaknya 20 orang dan melukai lebih dari 29 lainnya, menurut laporan media pemerintah Saudi. Kecelakaan di Provinsi Asir, selatan Arab Saudi selatan ini terjadi di minggu pertama bulan Ramadhan, waktu sibuk untuk umrah, dan hanya beberapa bulan sebelum jutaan Muslim diharapkan untuk melakukan ziarah haji tahunan. ""Menurut informasi awal yang kami terima, jumlah kematian dalam kecelakaan ini mencapai 20 orang, dan jumlah total luka-luka sekitar 29 orang,"" lapor saluran Al-Ekhbariya yang berafiliasi dengan negara. Dikatakan para korban memiliki ""kebangsaan yang berbeda"" tetapi tidak menyebutkan mereka atau memberikan rincian.Saluran itu mengatakan bus mengalami ""masalah mobil"", tanpa menyebutkan secara spesifik, sementara surat kabar Okaz mengatakan kecelakaan itu diakibatkan oleh masalah pada rem bus. Disebutkan bahwa bus itu menabrak jembatan, terbalik, dan terbakar. Dalam sebuah video yang beredar, kobaran api terlihat melalap badan dan bagian dalam bus. Api tersebut memunculkan asap hitam yang membumbung tinggi. Sempat terdengar ledakan saat api membakar bus. Konsulat Jenderal Republik Indonesia (KJRI) di Jeddah melakukan koordinasi dengan otoritas setempat untuk mengetahui ada tidaknya warga negara Indonesia (WNI) yang menjadi korban dalam kejadian ini, mengingat laporan media menyebutkan korban memiliki “kebangsaan yang berbeda”. “Saat ini KJRI Jeddah sedang berkoordinasi dengan otoritas setempat mengenai kemungkinan adanya korban WNI dalam kecelakaan tersebut,” demikian disampaikan Direktur Pelindungan WNI dan Badan Hukum Indonesia (PWNI-BHI) Kemlu RI Judha Nugraha dalam keterangan kepada media.";;0
Kemlu Pastikan Tak Ada WNI Korban Penembakan Massal di Sekolah Nashville; Kementerian Luar Negeri RI memastikan tidak ada warga negara Indonesia (WNI) menjadi korban dalam peristiwa penembakan di sebuah sekolah dasar di Nashville, Tennessee, Amerika Serikat (AS). “KJRI Houston telah berkoordinasi dengan otoritas setempat terkait insiden penembakan di sekolah di Nashville. Tidak ada korban WNI dalam insiden tersebut,” kata Direktur Perlindungan WNI dan BHI Kemlu Judha Nugraha melalui pesan singkat, pada Selasa (28/3/2023), dikutip Antara. Berdasarkan informasi yang dia terima, terdapat WNI yang bekerja sekitar 6 mil atau 9,6 kilometer dari lokasi penembakan, tetapi sama sekali tidak terdampak. Selain itu, berdasarkan data KJRI Houston, tercatat ada sebanyak 778 WNI yang tinggal di wilayah negara bagian Tennessee, AS Penembakan yang terjadi di Covenant School, sekolah swasta Kristen di Nashville pada Senin (27/3/2023), menyebabkan tiga orang dewasa dan tiga anak tewas. Polisi telah mengidentifikasi pelaku penembakan yaitu Audrey Hale (28), yang disebut sebagai mantan siswa sekolah tersebut. Hale yang adalah seorang transgender itu ditembak mati oleh polisi di tempat kejadian. Motif penembakan diduga karena kebencian. Insiden di Nashville itu menandai penembakan massal terbaru di AS, yang telah lama bergulat dengan kebijakan pengendalian senjata.;;0
Sekutu Putin: Rusia Punya Senjata untuk Hancurkan AS Jika Eksistensinya Terancam;"MOSKOW - Seorang sekutu Presiden Vladimir Putin telah memperingatkan bahwa Rusia memiliki senjata untuk menghancurkan musuh mana pun, termasuk Amerika Serikat (AS), jika eksistensinya sendiri terancam. Komentar dari Nikolai Patrushev, sekretaris Dewan Keamanan Rusia yang berpengaruh, adalah yang terbaru dari seorang pejabat senior Rusia yang meningkatkan momok pertikaian nuklir antara dua kekuatan nuklir terbesar di dunia, sesuatu yang menurut Moskow ingin dihindari. “Politisi Amerika yang terjebak oleh propaganda mereka sendiri tetap yakin bahwa, jika terjadi konflik langsung dengan Rusia, Amerika Serikat mampu meluncurkan serangan rudal preventif, setelah itu Rusia tidak dapat lagi merespons. Ini adalah kebodohan, dan sangat berbahaya,"" kata Patrushev kepada surat kabar negara bagian Rossiiskaya Gazeta, Senin, (27/3/2023). ""Rusia sabar dan tidak mengintimidasi siapa pun dengan keunggulan militernya. Tetapi Rusia memiliki senjata unik modern yang mampu menghancurkan musuh mana pun, termasuk Amerika Serikat, jika ada ancaman terhadap keberadaannya,"" katanya sebagaimana dilansir Reuters. Rusia telah mengatakan bahwa salah satu alasan mengapa ia mengirim puluhan ribu tentara ke Ukraina pada Februari tahun lalu dalam apa yang disebutnya ""operasi militer khusus"" adalah untuk melawan ancaman keamanan yang berasal dari pemulihan hubungan Kyiv dengan NATO yang dipimpin AS. Sejak itu, Moskow menuduh Barat, tanpa memberikan bukti publik, membuat ancaman nuklir terhadapnya, dan telah berbicara tentang kesiapannya untuk menggunakan senjata nuklir dalam keadaan ekstrem jika keberadaan negara Rusia terancam. Pada Sabtu, (25/3/2023) Presiden Vladimir Putin mengumumkan bahwa Rusia akan menempatkan rudal nuklir taktis di sekutu dekatnya Belarusia, yang berbatasan dengan Ukraina dan Rusia, mengirimkan peringatan kepada NATO atas dukungan militernya untuk Kyiv dan meningkatkan kebuntuan dengan Barat.";;0
Mengapa Israel Dikatakan Sebagai Negara Maju? Ini Penjelasannya; Sebagian dari Anda mungkin masih bertanya-tanya mengapa Israel dikatakan sebagai negara maju dikarenakan terletak di pantai timur Laut Mediterania. Meski ukurannya cukup kecil dan telah puluhan tahun menjalanlan peperangan melawan Palestina, namun negara yang kini dipimpin oleh Isaac Herzog ini bisa dikatakan sebagai negara yang maju karena berpengaruh besar terhadap urusan global. Lantas, mengapa Israel dikatakan sebagai negara maju? Okezone telah merangkum jawabannya dari berbagai sumber berikut ini. Dilansir dari US News, Selasa (28/3/2023), negara yang merdeka pada 1948 ini memiliki ekonomi yang maju dengan berliannya. Peralatan teknologi yang tinggi serta obat-obatan juga menjadi komoditi ekspor utama dari negara ini. Sebagai tambahan, Israel menjadi pusat perdagangan berlian dunia yang pasar ekspornya bisa menjangkau negara-negara Eropa, seperti Swiss, Belanda, Amerika Serikat, dan Belagia. Tak hanya itu saja, pembuktian jika Israel menjadi negara maju adalah angka harapan hidup, pendidikan, pendapatan per kapita, dan indikator indeks pembangunan manusia yang cukup tinggi. Dalam Indeks Pembangunan Manusia (IPM) yang disebarkan oleh PBB, negara yang sebagian besar masyarakatnya ini beragama Yahudi ini mendapatkan penilaian yang terus meningkat pertahun. Pada 2019 saja IPM Israel mencpaai 0,919 yang bisa dibilang cukup tinggi. Sekedar informasi, IPM mengukur pembangunan manusia yang di dasarkan pada kesehatan, pendidikan, serta harapan hidup. Di mana nilai yang diberikan menggunakan skala 0-1. Selain IPM, Indeks Ketimpangan Gender (IKG) Israel berada di angka 26 dari 162 negara pada 2019. Itu berarti Israel memiliki tingkat ketidaksetaraan geneder yang rendah. Lebih lanjut lagi, The CIA World Factbook mencatatkan jika Israel memiliki masyarakat yang angka harapan hidupnya cukup tinggi, yakni mencapai 83,35 tahun.;;0
Membelot dan Kritik Putra Mahkota, Eks Kolonel Saudi Mengaku Takut Akan Dibunuh;"LONDON - Seorang kolonel polisi Arab Saudi yang membelot setelah terang-terangan mengkritik Kerajaan dan Putra Mahkota Mohammed bin Salman mengaku khawatir nyawanya terancam setelah ada hadiah yang ditawarkan di Twitter untuk informasi mengenai keberadaannya. Rabih Alenezi,(44), mengatakan kepada Middle East Eye (MEE) bahwa dia menghubungi Polisi Metropolitan London pada Minggu, (26/3/2023) setelah akun terverifikasi yang mengaku milik influencer media sosial di Jeddah menawarkan hadiah 10.000 riyal Saudi (sekira Rp40 juta) untuk menemukan keberadaan mantan perwira itu. ""Sepuluh ribu riyal Saudi akan diberikan kepada siapa pun yang menemukan lokasi orang ini,"" tulis postingan itu dalam bahasa Arab, sebagaimana dilansir MEE. ""Pencarian sedang dilakukan.""Pengikut akun itu kemudian memberikan tanggapan dan menambahkan hadiah 1.000 riyal (sekira Rp4 juta) dan menyarankan lingkungan di London tempat dia bisa berlindung. Seseorang berkata bahwa jika mereka dapat menemukannya, mereka akan dipuji atas apa yang akan mereka lakukan padanya. Posting asli dan tanggapannya masih ada saat berita ini diturunkan. ""Saya sangat takut,"" kata Alenezi pada Senin, (27/3/2023). ""Saya takut, terutama orang Arab, orang asing, seseorang mengetuk pintu, bahkan saat saya sedang mandi."" ""Anda tahu mengapa? Putra mahkota, dia orang gila. Dia tidak mengambil pelajaran dari apa yang dia lakukan dengan pembunuhan (Jamal) Khashoggi. Saat kita berurusan dengan seseorang yang gila, antisipasi apa pun bisa terjadi.” Alenezi mengatakan dia tidak menyangka akan menjadi seorang pembangkang dan mencari suaka ketika dia memutuskan untuk melakukan perjalanan ke Inggris pada Februari. Dia berkata bahwa dia telah ""dengan sopan"" menghindari tugas tertentu selama bertahun-tahun. Dia mengatakan dia menganggap kunjungan itu sebagai kesempatan untuk menjernihkan pikirannya di negara yang dia kenal baik dari belajar bahasa Inggris dan manajemen dalam program yang didanai oleh pemerintah Saudi. Namun, dia kemudian mulai bertanya mengapa dia tidak pernah bersuara menentang pelanggaran HAM di negaranya. Jadi dia memposting cuitan, yang dia anggap sebagai permintaan sopan, kepada polisi Saudi untuk menolak memata-matai orang, untuk melawan ""kejahatan normal"" dan ""orang jahat"".";;0
Penembakan Massal di Sekolah Kristen AS Tewaskan 6 Orang, 3 di Antaranya Anak-Anak;"NASHVILLE - Seorang mantan siswa yang membawa senjata berat menembak mati tiga anak dan tiga staf dewasa pada Senin, (27/3/2023) di sebuah sekolah Kristen swasta di Nashville, Tennessee, sebelum ditembak mati oleh petugas kepolisian. Motif penembakan itu tidak diketahui, tetapi tersangka telah menggambar peta sekolah secara rinci, termasuk titik masuk gedung, dan meninggalkan ""manifesto"" dan tulisan lain yang sedang diperiksa penyelidik, kata Kepala Polisi John Drake kepada wartawan, sebagaimana dilansir Reuters. Insiden terbaru dalam epidemi kekerasan senjata dan penembakan massal mematikan yang terus meneror institusi pendidikan di Amerika Serikat (AS) ini terjadi di The Covenant School, Nashville yang sebagian besar siswanya terdiri dari anak-anak usia sekolah dasar. Drake mengidentifikasi tersangka sebagai Audrey Elizabeth Hale, (28), penduduk daerah Nashville, dan menyebut penyerang dengan kata ganti wanita. Drake mengatakan tersangka diidentifikasi sebagai transgender tetapi tidak memberikan kejelasan lebih lanjut. Belakangan, surat kabar Tennessean mengutip seorang juru bicara polisi yang mengatakan Hale mengidentifikasi dirinya sebagai laki-laki dan menggunakan kata ganti untuk pria. Hale menggunakan kata ganti laki-laki di halaman LinkedIn yang mencantumkan pekerjaan terbaru dalam desain grafis dan pengiriman bahan makanan. Berbicara dalam konferensi pers, Drake mengatakan polisi sedang memeriksa teori terkait motif penembakan itu. Dia mengungkapkan bahwa Hale tidak memiliki riwayat kriminal sebelumnya. Dalam wawancara dengan NBC News, Drake mengatakan penyelidik yakin bahwa motif penembakan itu adalah “kebencian” yang dipendam tersangka karena harus belajar di The Covenant School ketika dia masih muda. Namun, Drake tidak merinci dugaan kebencian tersebut, atau apakah itu ada hubungannya dengan identitas gender tersangka atau orientasi Kristen di sekolah tersebut. Drake mengatakan sekolah tersebut dipilih untuk diserang tetapi korban individu menjadi sasaran secara acak.";;0
Pelaku Penembakan Massal di Sekolah Kristen AS Diidentifikasi Sebagai Transgender, Diduga Kejahatan Bermotif Kebencian;"NASHVILLE – Penembakan massal di sebuah sekolah Kristen Swasta The Covenant School di Nashville, Tennessee, Amerika Serikat (AS) menewaskan enam orang, tiga di antaranya anak-anak. Insiden ini berakhir setelah pelaku ditembak mati oleh petugas kepolisian. Diwartakan Reuters, polisi mengidentifikasi pelaku sebagai Audrey Elizabeth Hale, (28), penduduk daerah Nashville, Tennessee. Kepala Polisi John Drake mengatakan tersangka diidentifikasi sebagai transgender, dan menyebutnya dengan menggunakan kata ganti wanita (she/her). Surat kabar Tennessean mengutip seorang juru bicara polisi yang mengatakan Hale mengidentifikasi dirinya sebagai laki-laki dan menggunakan kata ganti untuk pria (he/him). Hale menggunakan kata ganti laki-laki di halaman LinkedIn yang mencantumkan pekerjaan terbaru dalam desain grafis dan pengiriman bahan makanan. Motif penembakan itu tidak diketahui, tetapi tersangka telah menggambar peta sekolah secara rinci, termasuk titik masuk gedung, dan meninggalkan ""manifesto"" dan tulisan lain yang sedang diperiksa penyelidik. Dalam wawancara dengan NBC News, Drake mengatakan penyelidik yakin bahwa motif penembakan itu adalah “kebencian” yang dipendam tersangka karena harus belajar di The Covenant School ketika dia masih muda. Namun, Drake tidak merinci dugaan kebencian tersebut, atau apakah itu ada hubungannya dengan identitas gender tersangka atau orientasi Kristen di sekolah tersebut. Drake mengatakan sekolah tersebut dipilih untuk diserang tetapi korban individu menjadi sasaran secara acak. Insiden ini merupakan yang terbaru dalam epidemi kekerasan senjata dan penembakan massal mematikan yang terus meneror institusi pendidikan di Amerika Serikat (AS). Pada Februari, seorang pria bersenjata menembak mati tiga orang di Universitas Michigan sebelum ditemukan tewas bunuh diri. Sementara pada Oktober tahun lalu penembakan di sekolah si St. Louis juga menewaskan tiga orang.";;0
Diracun hingga Meninggal, Pria Bunuh Seorang Wanita dengan Racun Tikus;"JEPANG - Jaksa penuntut di Osaka, Jepang telah mendakwa seorang pria karena membunuh seorang kenalan wanita dengan talium, yang digunakan sebagai racun tikus. Kazuki Miyamoto, 37, dituduh membunuh mahasiswa berusia 21 tahun Hinako Hamano Oktober lalu dengan mencampurkan minumannya dengan talium. Media lokal yang mengutip sebuah sumber mengatakan talium juga baru-baru ini ditemukan pada kerabat perempuannya, yang telah koma sejak 2020. Hanya dengan talium berukuran 1 gram saja bisa membunuh orang dewasa. Tapi polisi belum menemukan motifnya, atau bagaimana dia meletakkan racun itu. Tersangka ditangkap pada 3 Maret di Kyoto. Talium adalah logam lunak yang larut dalam air dan tidak memiliki rasa atau bau sehingga sulit dideteksi di luar lingkungan laboratorium. Miyamoto, seorang agen real estat, diyakini telah memberikan talium kepada Hamano sekitar 11 dan 12 Oktober ketika dia mengunjungi flatnya di Kyoto. Japan Times yang mengutip penyelidik menyatakan, dia telah memberi tahu polisi bahwa keduanya sedang makan di luar pada malam 11 Oktober sebelum menuju ke rumah Hamano untuk minum. Menurut Miyamoto, Hamano mengalami serangan batuk yang parah. Dia kemudian menghubungi keluarganya, yang membawanya ke rumah sakit keesokan harinya. Asahi Shimbun melaporkan Hamano meninggal pada 15 Oktober karena kegagalan pernapasan yang parah. Talium ditemukan dalam muntahan dan urinnya. Polisi menduga Miyamoto telah membubuhi minuman Hamano ketika mereka berada di flatnya. Saat menganalisis smartphone Miyamoto, polisi menemukan pencarian di internet untuk talium sebelum Hamano dirawat di rumah sakit. Media lokal melaporkan bahwa Hamano pertama kali bertemu Miyamoto melalui pekerjaan paruh waktu. Selain bisnis real estatnya, Miyamoto juga menjalankan bisnis terkait hiburan yang melibatkan maiko, atau geisha magang. ""Miyamoto dan Hamano kadang-kadang minum anggur dan makan bersama, dan mereka tampak bahagia saat bersama,"" kata Asahi Shimbun, mengutip kenalannya. Seorang kerabat perempuan Miyamoto, yang dirawat di rumah sakit di Kyoto sejak Juli 2020 dan sekarang tidak sadarkan diri, juga ditemukan telah menelan talium. Mainichi melaporkan bahwa kerabat ini berusia 60-an dan tiba-tiba pingsan sekitar musim panas 2020. Peredaran talium diatur secara ketat di Jepang. Dalam kebanyakan kasus, peneliti atau perusahaan membelinya dari bisnis spesialis. Pada 2015, seorang mahasiswi di Nagoya dihukum karena mencoba membunuh dua teman sekelasnya dengan talium saat dia masih di sekolah menengah. Bahan kimia yang sama telah digunakan dalam dosis mematikan oleh kelompok Negara Islam (ISIS atau IS) pada para tahanannya. Beberapa negara, seperti Amerika Serikat (AS), telah melarang zat itu.";;0
Jepang Tuntut China Bebaskan Warganya yang Dituduh Mata-Mata, Bekerja Sebagai Karyawan Perusahaan Farmasi;"JEPANG - Jepang tuntut China membebaskan salah satu warga negaranya setelah pria itu ditangkap oleh Beijing atas tuduhan spionase. Pria itu, seorang karyawan pembuat obat Astellas berusia 50-an, telah ditahan sejak awal Maret. Pada Senin (27/3/2023), Kepala Sekretaris Kabinet Jepang Hirokazu Matsuno mengatakan China telah memberi tahu negara tentang penangkapan itu melalui saluran diplomatik dan meminta kunjungan konsuler. Namun dia tidak mengungkapkan rincian apapun tentang identitas pria tersebut atau dugaan pelanggarannya. Juru Bicara Kementerian Luar Negeri China Mao Ning mengatakan bahwa pria itu ditahan karena spionase. ""Tiongkok akan menangani kasus ini sesuai dengan hukum dan akan melindungi hak-hak orang tersebut sesuai dengan hukum,"" katanya, dikutip BBC. Mao mengatakan Jepang perlu berbuat lebih banyak untuk meminta warganya agar tidak terlibat dalam kegiatan semacam itu.Astellas Pharma membenarkan bahwa pria itu adalah karyawannya tetapi menolak untuk mengungkapkan identitasnya. Menurut Kyodo News, China telah menahan setidaknya 17 warga negara Jepang atas dugaan spionase sejak 2015. Hubungan telah lama tegang karena pulau-pulau Laut China Timur yang disengketakan, sejarah masa perang, dan Taiwan. Pada 2019, China menahan seorang profesor Jepang yang berspesialisasi dalam sejarah China modern karena dicurigai sebagai mata-mata. Dia dibebaskan setelah dua bulan. Hubungan China-Jepang tidak menunjukkan tanda-tanda perbaikan dalam beberapa tahun terakhir. Pada Februari lalu, kedua negara mengadakan dialog keamanan di Tokyo untuk pertama kalinya dalam empat tahun. Selama itu, Jepang mengkritik hubungan China dengan Rusia dan dugaan penggunaan balon mata-mata, sementara Beijing menyatakan keprihatinan atas pembangunan militer Jepang.";;0
Parade Militer Mewah, Panglima Militer Myanmar Bersumpah Hancurkan Siapapun yang Melawan;"MYANMAR – Panglima Militer Myanmar Jenderal Min Aung Hlaing mengatakan angkatan bersenjata negara itu tidak akan berhenti memerangi mereka yang menentang kekuasaan mereka, berapa pun biayanya. Seperti diketahui, perang saudara melanda negara itu sejak kudeta militer pada 2021. Konflik tersebut telah menewaskan puluhan ribu orang, dan lebih dari satu juta orang mengungsi. Namun Jenderal Min Aung Hlaing, kepala pemerintahan militer, tidak menunjukkan tanda-tanda mundur dalam pidato yang jarang terjadi. Dia mengatakan rezim akan menangani dengan tegas apa yang dia gambarkan sebagai ""aksi teror"" oleh kelompok perlawanan bersenjata. Dia juga mengecap negara-negara yang mengutuk kudetanya - pendukung teror, sebagai pihak yang salah dan harus bergabung dengan militer dalam membentuk demokrasinya sendiri. Dalam parade militer yang mewah Jenderal Min Aung Hlaing memeriksa ribuan pasukan beraneka warna dan tertata tanpa cela di dalam jip atap terbuka - sebuah pemborosan yang disayangkan ketika begitu banyak orang Burma mengalami kesulitan ekonomi yang mengerikan, tapi satu yang dimaksudkan untuk menunjukkan seorang pria dalam komando tentara dan negaranya yang tidak terbantahkan.";;0
Tanah Longsor Ekuador, 16 Orang Meninggal Terkubur di Bawah Lumpur dan Puing-Puing;"EKUADOR - Sedikitnya 16 orang meninggal dalam tanah longsor yang mengubur seluruh keluarga di bawah lumpur dan puing-puing di sebuah desa pegunungan di Ekuador. Petugas pemadam kebakaran, polisi, dan tim penyelamat khusus telah dikirim ke kanton Alausí, di pegunungan Andes, untuk mencari warga yang terjebak. Dikutip BBC, enam orang telah diangkat hidup-hidup dari lumpur, tetapi pemerintah mengatakan bahwa sedikitnya tujuh orang masih hilang. Lebih dari selusin terluka akibat kejadian itu. Media lokal mengatakan bahwa warga telah memperingatkan adanya garis patahan yang terbentuk di daerah tersebut setelah hujan lebat. Beberapa hari yang lalu, jalan raya yang menghubungkan Alausí dengan Guamote ditutup tanpa batas waktu setelah aspal retak terbuka. Seorang penduduk mengatakan kepada media lokal bahwa ""lereng gunung meluncur turun seperti roket"" pada Minggu (26/3/2023) malam, mengubur beberapa rumah di bawah tanah dan bebatuan. Media lokal menerbitkan video yang memperlihatkan bentangan jalan pegunungan yang telah runtuh total. Rekaman yang diunggah sebelumnya oleh polisi menunjukkan orang-orang menggunakan obor dan lampu sorot untuk mencari korban selamat di tengah kegelapan sekitar. Reporter radio lokal menggambarkan ""adegan yang menyayat hati"" saat kerabat bergegas ke lokasi mencari orang yang mereka cintai. Presiden Guillermo Lasso mengatakan badan manajemen risiko negara telah disiagakan dan akan memberikan bantuan kepada mereka yang terkena dampak. Salah satu jalan utama yang menghubungkan kota Riobamba dan Cuenca harus ditutup karena tanah longsor terbaru ini, yang semakin mempersulit akses ke daerah tersebut. Longsor terjadi lebih dari seminggu setelah gempa bumi melanda pantai selatan Ekuador, menyebabkan lebih dari selusin orang tewas.";;0
